year,sex,status,value,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2018,Male,Graduated,4511.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2019,Male,Graduated,5570.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2020,Male,Graduated,6084.0,p: provisional,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2021,Male,Graduated,7471.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2022,Male,Graduated,7470.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2023,Male,Graduated,8485.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,Graduated,13199.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2016,Female,Graduated,12729.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2017,Female,Graduated,15419.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2018,Female,Graduated,64.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2019,Female,Graduated,748.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2020,Female,Graduated,0.0,p: provisional,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2021,Female,Graduated,170.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2022,Female,Graduated,663.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2023,Female,Graduated,1877.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2015,Male,Graduated,6295.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2016,Male,Graduated,5999.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2017,Male,Graduated,6566.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2018,Male,Graduated,119.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2019,Male,Graduated,364.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2020,Male,Graduated,0.0,p: provisional,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2021,Male,Graduated,95.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2022,Male,Graduated,398.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2023,Male,Graduated,610.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2015,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2016,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2017,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2018,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2019,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2020,Female,Graduated,0.0,p: provisional,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2021,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2022,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2023,Female,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2015,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2016,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2017,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2018,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2019,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2020,Male,Graduated,0.0,p: provisional,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2021,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2022,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2023,Male,Graduated,0.0,,ED7,Master's or equivalent level,F00,Generic programmes and qualifications,Cross-disciplinary
2013,Female,Graduated,3096.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2014,Female,Graduated,9482.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2015,Female,Graduated,5118.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2016,Female,Graduated,3617.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2017,Female,Graduated,6171.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2018,Female,Graduated,6856.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2019,Female,Graduated,8101.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2020,Female,Graduated,9472.0,p: provisional,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2021,Female,Graduated,10578.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2022,Female,Graduated,11648.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2023,Female,Graduated,11161.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2013,Male,Graduated,429.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2014,Male,Graduated,966.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2015,Male,Graduated,342.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2016,Male,Graduated,265.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2017,Male,Graduated,404.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2018,Male,Graduated,552.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2019,Male,Graduated,658.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2020,Male,Graduated,812.0,p: provisional,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2021,Male,Graduated,876.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2022,Male,Graduated,1161.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2023,Male,Graduated,892.0,,ED7,Master's or equivalent level,F01,Education,Cross-disciplinary
2013,Female,Graduated,13535.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2014,Female,Graduated,14210.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2015,Female,Graduated,13213.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2016,Female,Graduated,13584.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2017,Female,Graduated,14005.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2018,Female,Graduated,14777.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2019,Female,Graduated,15780.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2020,Female,Graduated,15932.0,p: provisional,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2021,Female,Graduated,17833.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2022,Female,Graduated,19764.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2023,Female,Graduated,22361.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2013,Male,Graduated,5089.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2014,Male,Graduated,5176.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2015,Male,Graduated,5046.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2016,Male,Graduated,4761.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2017,Male,Graduated,5583.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2018,Male,Graduated,6150.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2019,Male,Graduated,6574.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2020,Male,Graduated,6855.0,p: provisional,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2021,Male,Graduated,7574.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2022,Male,Graduated,7925.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2023,Male,Graduated,9004.0,,ED7,Master's or equivalent level,F02,Arts and humanities,Humanities
2013,Female,Graduated,11754.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,Graduated,11771.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,Graduated,12532.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,Graduated,12489.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,Graduated,12591.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,Graduated,13499.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,Graduated,14601.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,Graduated,15279.0,p: provisional,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,Graduated,17715.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,Graduated,19096.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,Graduated,20776.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,Graduated,5440.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,Graduated,5322.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,Graduated,5874.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,Graduated,4290.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,Graduated,4563.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,Graduated,7124.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,Graduated,7924.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,Graduated,8474.0,p: provisional,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,Graduated,9698.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,Graduated,9875.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,Graduated,10271.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,Graduated,20196.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,Graduated,21431.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,Graduated,19424.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,Graduated,21213.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,Graduated,21824.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,Graduated,21145.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,Graduated,20350.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,Graduated,20684.0,p: provisional,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,Graduated,21129.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,Graduated,21886.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,Graduated,23725.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,Graduated,14730.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,Graduated,16244.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,Graduated,14493.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,Graduated,16525.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,Graduated,17999.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,Graduated,16793.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,Graduated,16985.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,Graduated,17123.0,p: provisional,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,Graduated,17827.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,Graduated,18390.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,Graduated,19693.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,Graduated,5175.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Female,Graduated,5213.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,Graduated,6501.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,Graduated,6432.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,Graduated,6894.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,Graduated,7072.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,Graduated,8067.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,Graduated,7922.0,p: provisional,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,Graduated,9035.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,Graduated,9676.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,Graduated,11006.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,Graduated,3703.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Male,Graduated,3732.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,Graduated,3979.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,Graduated,4264.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,Graduated,4415.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,Graduated,4900.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,Graduated,5439.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,Graduated,5592.0,p: provisional,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,Graduated,6109.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,Graduated,6493.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,Graduated,7151.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,Graduated,191.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Female,Graduated,168.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Female,Graduated,314.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Female,Graduated,127.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Female,Graduated,127.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Female,Graduated,226.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Female,Graduated,365.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Female,Graduated,347.0,p: provisional,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Female,Graduated,495.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Female,Graduated,610.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Female,Graduated,600.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Male,Graduated,774.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Male,Graduated,667.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Male,Graduated,1936.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Male,Graduated,601.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Male,Graduated,635.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Male,Graduated,782.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Male,Graduated,1080.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Male,Graduated,1327.0,p: provisional,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Male,Graduated,1605.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Male,Graduated,1793.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Male,Graduated,1861.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Female,Graduated,9447.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,Graduated,9840.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,Graduated,8541.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,Graduated,8821.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,Graduated,9065.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,Graduated,9600.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,Graduated,10066.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,Graduated,9653.0,p: provisional,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,Graduated,10529.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,Graduated,10200.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,Graduated,10775.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,Graduated,16099.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,Graduated,16602.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,Graduated,14676.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,Graduated,15877.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,Graduated,17010.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,Graduated,18483.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,Graduated,19296.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,Graduated,18249.0,p: provisional,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,Graduated,20561.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,Graduated,19828.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,Graduated,20876.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,Graduated,1602.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,Graduated,1618.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,Graduated,1645.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,Graduated,1742.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,Graduated,1886.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,Graduated,2014.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,Graduated,2122.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,Graduated,2079.0,p: provisional,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,Graduated,2165.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,Graduated,2293.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,Graduated,2229.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,Graduated,1494.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,Graduated,1513.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,Graduated,1467.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,Graduated,1536.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,Graduated,1573.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,Graduated,1626.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,Graduated,1735.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,Graduated,1856.0,p: provisional,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,Graduated,1868.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,Graduated,1843.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,Graduated,1905.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,Graduated,14891.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,Graduated,17490.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,Graduated,15382.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,Graduated,15182.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,Graduated,14793.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,Graduated,18349.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,Graduated,18248.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,Graduated,18922.0,p: provisional,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,Graduated,18541.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,Graduated,19089.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,Graduated,21106.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,Graduated,8392.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,Graduated,9756.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,Graduated,8788.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,Graduated,9516.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,Graduated,9766.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,Graduated,11395.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,Graduated,12020.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,Graduated,12563.0,p: provisional,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,Graduated,11955.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,Graduated,12471.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,Graduated,14252.0,,ED7,Master's or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Female,Graduated,807.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2014,Female,Graduated,731.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,Graduated,0.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2016,Female,Graduated,46.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2017,Female,Graduated,35.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2018,Female,Graduated,935.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2019,Female,Graduated,800.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2020,Female,Graduated,980.0,p: provisional,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2021,Female,Graduated,1317.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2022,Female,Graduated,1577.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2023,Female,Graduated,1958.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2013,Male,Graduated,854.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2014,Male,Graduated,860.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Male,Graduated,0.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2016,Male,Graduated,223.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2017,Male,Graduated,164.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2018,Male,Graduated,1137.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2019,Male,Graduated,1186.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2020,Male,Graduated,1515.0,p: provisional,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2021,Male,Graduated,2047.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2022,Male,Graduated,2465.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2023,Male,Graduated,2959.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,Graduated,8981.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2016,Female,Graduated,10140.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2017,Female,Graduated,6979.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2018,Female,Graduated,716.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2019,Female,Graduated,362.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2020,Female,Graduated,106.0,p: provisional,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2021,Female,Graduated,79.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
