year,sex,status,value,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2023,Female,Enrolled,5599.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,Enrolled,4011.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,Enrolled,3713.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,Enrolled,3795.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,Enrolled,3298.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,Enrolled,3384.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,Enrolled,3846.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,Enrolled,4131.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,Enrolled,4472.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,Enrolled,5214.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,Enrolled,5691.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,Enrolled,25.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2016,Female,Enrolled,38.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2017,Female,Enrolled,208.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2018,Female,Enrolled,295.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2019,Female,Enrolled,374.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2020,Female,Enrolled,450.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2021,Female,Enrolled,452.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2022,Female,Enrolled,448.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2023,Female,Enrolled,573.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2013,Male,Enrolled,442.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2016,Male,Enrolled,338.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2017,Male,Enrolled,808.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2018,Male,Enrolled,1217.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2019,Male,Enrolled,1583.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2020,Male,Enrolled,2105.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2021,Male,Enrolled,2436.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2022,Male,Enrolled,3057.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2023,Male,Enrolled,4144.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2013,Female,Enrolled,2706.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2014,Female,Enrolled,2734.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2015,Female,Enrolled,12748.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2016,Female,Enrolled,2831.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2017,Female,Enrolled,3132.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2018,Female,Enrolled,3334.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2019,Female,Enrolled,3666.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2020,Female,Enrolled,3902.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2021,Female,Enrolled,4102.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2022,Female,Enrolled,4417.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2023,Female,Enrolled,4914.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2013,Male,Enrolled,18269.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2014,Male,Enrolled,18601.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2015,Male,Enrolled,58925.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2016,Male,Enrolled,20548.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2017,Male,Enrolled,22119.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2018,Male,Enrolled,23770.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2019,Male,Enrolled,24908.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2020,Male,Enrolled,25942.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2021,Male,Enrolled,26882.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2022,Male,Enrolled,27996.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2023,Male,Enrolled,30082.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2013,Female,Enrolled,785.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Female,Enrolled,676.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Female,Enrolled,1286.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Female,Enrolled,543.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Female,Enrolled,608.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Female,Enrolled,719.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Female,Enrolled,1020.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Female,Enrolled,1276.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Female,Enrolled,1656.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Female,Enrolled,1819.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Female,Enrolled,2010.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Male,Enrolled,3094.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Male,Enrolled,2801.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Male,Enrolled,7565.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Male,Enrolled,2600.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Male,Enrolled,2827.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Male,Enrolled,3374.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Male,Enrolled,4329.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Male,Enrolled,5217.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Male,Enrolled,6138.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Male,Enrolled,6441.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Male,Enrolled,6446.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Female,Enrolled,129.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2014,Female,Enrolled,116.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2015,Female,Enrolled,250.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Female,Enrolled,138.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2017,Female,Enrolled,130.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2018,Female,Enrolled,122.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2019,Female,Enrolled,123.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2020,Female,Enrolled,164.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2021,Female,Enrolled,192.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2022,Female,Enrolled,198.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2023,Female,Enrolled,189.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2013,Male,Enrolled,359.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2014,Male,Enrolled,352.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2015,Male,Enrolled,759.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Male,Enrolled,512.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2017,Male,Enrolled,480.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2018,Male,Enrolled,509.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2019,Male,Enrolled,384.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2020,Male,Enrolled,498.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2021,Male,Enrolled,593.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2022,Male,Enrolled,698.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2023,Male,Enrolled,731.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Female,Enrolled,286.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2017,Female,Enrolled,292.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2018,Female,Enrolled,346.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2019,Female,Enrolled,357.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2020,Female,Enrolled,361.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2021,Female,Enrolled,755.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2022,Female,Enrolled,2257.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2023,Female,Enrolled,2514.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2016,Male,Enrolled,2664.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2017,Male,Enrolled,3096.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2018,Male,Enrolled,3524.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2019,Male,Enrolled,4268.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2020,Male,Enrolled,5215.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2021,Male,Enrolled,5626.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2022,Male,Enrolled,8933.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2023,Male,Enrolled,10100.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2013,Female,Enrolled,52484.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,Enrolled,51531.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,Enrolled,36219.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,Enrolled,45733.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,Enrolled,45998.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,Enrolled,45901.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,Enrolled,46253.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,Enrolled,47299.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,Enrolled,48007.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,Enrolled,48828.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,Enrolled,51154.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,Enrolled,139829.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,Enrolled,138061.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,Enrolled,93557.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,Enrolled,132966.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,Enrolled,134549.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,Enrolled,136632.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,Enrolled,137948.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,Enrolled,140586.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,Enrolled,142274.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,Enrolled,143173.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,Enrolled,145676.0,,ED6,Bachelor's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,Enrolled,41985.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,Enrolled,41556.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,Enrolled,36453.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,Enrolled,37522.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,Enrolled,36709.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,Enrolled,37318.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,Enrolled,37396.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,Enrolled,37337.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,Enrolled,37744.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,Enrolled,37680.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,Enrolled,38608.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,Enrolled,69151.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,Enrolled,68585.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,Enrolled,58025.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,Enrolled,65891.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,Enrolled,65766.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,Enrolled,67798.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,Enrolled,68967.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,Enrolled,69966.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,Enrolled,71420.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,Enrolled,70302.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,Enrolled,70363.0,,ED7,Master's or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,Enrolled,2444.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,Enrolled,2472.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,Enrolled,2609.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,Enrolled,2253.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,Enrolled,2311.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,Enrolled,2318.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,Enrolled,2464.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,Enrolled,2737.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,Enrolled,3146.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,Enrolled,3799.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,Enrolled,4652.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,Enrolled,4420.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,Enrolled,4676.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,Enrolled,3992.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,Enrolled,4080.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,Enrolled,4348.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,Enrolled,4764.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,Enrolled,5405.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,Enrolled,6081.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,Enrolled,7262.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,Enrolled,117.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,Enrolled,322.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,Enrolled,222.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,Enrolled,413.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,Enrolled,458.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,Enrolled,470.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,Enrolled,368.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,Enrolled,668.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,Enrolled,776.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,Enrolled,65.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,Enrolled,596.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,Enrolled,530.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,Enrolled,848.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,Enrolled,1004.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,Enrolled,1055.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,Enrolled,841.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,Enrolled,1547.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,Enrolled,1782.0,,ED5,Short-cycle tertiary education,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,Enrolled,13586.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,Enrolled,14689.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,Enrolled,14890.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,Enrolled,15513.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,Enrolled,15526.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,Enrolled,15512.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,Enrolled,14971.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,Enrolled,14464.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,Enrolled,13915.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,Enrolled,13047.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,Enrolled,12504.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,Enrolled,16381.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,Enrolled,17471.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,Enrolled,17934.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,Enrolled,18879.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,Enrolled,19129.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,Enrolled,19193.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,Enrolled,18519.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,Enrolled,17862.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,Enrolled,17167.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,Enrolled,15844.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,Enrolled,14729.0,,ED6,Bachelor's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,Enrolled,8684.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,Enrolled,8385.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,Enrolled,8082.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,Enrolled,8139.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,Enrolled,8208.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,Enrolled,7929.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,Enrolled,8236.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,Enrolled,8468.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,Enrolled,8796.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,Enrolled,8660.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,Enrolled,8619.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,Enrolled,6560.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,Enrolled,6395.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,Enrolled,5960.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,Enrolled,6073.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,Enrolled,6000.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,Enrolled,6078.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,Enrolled,6446.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,Enrolled,6608.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,Enrolled,6723.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,Enrolled,6439.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,Enrolled,6279.0,,ED7,Master's or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,Enrolled,1058.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,Enrolled,978.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,Enrolled,920.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,Enrolled,948.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,Enrolled,746.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
