year,sex,enrolled,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2014,Male,17466.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,19015.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,15048.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,15039.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,22540.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,25276.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,26953.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,28875.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,28823.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,28044.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,1399.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,1247.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,1210.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,1183.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,1056.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,1010.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,1085.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,1276.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,1380.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,1610.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,1693.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,1082.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,952.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,946.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,986.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,877.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,906.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,978.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,1097.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,1216.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,1366.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,1353.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,22.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2016,Female,543.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2017,Female,518.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2018,Female,495.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2019,Female,726.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2020,Female,854.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2021,Female,900.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2022,Female,1716.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2023,Female,1714.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2013,Male,225.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2016,Male,1552.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2017,Male,863.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2018,Male,1019.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2019,Male,1549.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2020,Male,1773.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2021,Male,3005.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2022,Male,1787.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2023,Male,1993.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2013,Female,85531.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,81108.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,68860.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,84388.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,84451.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,69534.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,77482.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,82979.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,87277.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,91707.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,97587.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,88455.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,84992.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,75931.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,98484.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,100527.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,82291.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,89708.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,95014.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,100162.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,105147.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,109940.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,136197.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,131910.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,116228.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,119748.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,114092.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,106000.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,104268.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,101997.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,102623.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,100720.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,101421.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,88545.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,87269.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,77181.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,82185.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,80934.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,74050.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,73670.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,71749.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,72045.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,69228.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,68467.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,1906.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,1842.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,1846.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,1627.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,1431.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,1490.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,1466.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,1548.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,1621.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,1742.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,1985.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,1752.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,1766.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,1743.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,1506.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,1355.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,1438.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,1444.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,1493.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,1542.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,1694.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,1831.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,171.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,271.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,304.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,349.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,324.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,385.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,0.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,0.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,387.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,621.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,650.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,738.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,800.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,1041.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,0.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,0.0,,ED5,Short-cycle tertiary education,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,59626.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Female,56108.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,54219.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,55293.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,57159.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,60036.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,61759.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,62817.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,64503.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,63528.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,64406.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,42101.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Male,40441.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,40756.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,42069.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,43998.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,45940.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,46883.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,47825.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,48285.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,47724.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,48540.0,,ED6,Bachelor's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,16647.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Female,16383.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,19139.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,20153.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,20292.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,21340.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,23355.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,24435.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,28531.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,29854.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,31094.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,12417.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Male,12357.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,12909.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,13946.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,14481.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,15354.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,16931.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,18133.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,20249.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,20767.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,21277.0,,ED7,Master's or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,4301.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,3780.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,3547.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,3039.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,3086.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,3553.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,3791.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,4172.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,4794.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,5599.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,4011.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,3713.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,3795.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,3298.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,3384.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,3846.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,4131.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,4472.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,5214.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,5691.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,25.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2016,Female,38.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2017,Female,208.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2018,Female,295.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2019,Female,374.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2020,Female,450.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2021,Female,452.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2022,Female,448.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2023,Female,573.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2013,Male,442.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2016,Male,338.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2017,Male,808.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2018,Male,1217.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2019,Male,1583.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2020,Male,2105.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2021,Male,2436.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2022,Male,3057.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2023,Male,4144.0,,ED5,Short-cycle tertiary education,F06,Information and communication technologies,STEM
2013,Female,2706.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2014,Female,2734.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2015,Female,12748.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2016,Female,2831.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2017,Female,3132.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2018,Female,3334.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2019,Female,3666.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2020,Female,3902.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2021,Female,4102.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2022,Female,4417.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2023,Female,4914.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2013,Male,18269.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2014,Male,18601.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2015,Male,58925.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2016,Male,20548.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2017,Male,22119.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2018,Male,23770.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2019,Male,24908.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2020,Male,25942.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2021,Male,26882.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2022,Male,27996.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2023,Male,30082.0,,ED6,Bachelor's or equivalent level,F06,Information and communication technologies,STEM
2013,Female,785.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Female,676.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Female,1286.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Female,543.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Female,608.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Female,719.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Female,1020.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Female,1276.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Female,1656.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Female,1819.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Female,2010.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Male,3094.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2014,Male,2801.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2015,Male,7565.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2016,Male,2600.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2017,Male,2827.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2018,Male,3374.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2019,Male,4329.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2020,Male,5217.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2021,Male,6138.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2022,Male,6441.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2023,Male,6446.0,,ED7,Master's or equivalent level,F06,Information and communication technologies,STEM
2013,Female,129.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2014,Female,116.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2015,Female,250.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Female,138.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2017,Female,130.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2018,Female,122.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2019,Female,123.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2020,Female,164.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2021,Female,192.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2022,Female,198.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2023,Female,189.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2013,Male,359.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2014,Male,352.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2015,Male,759.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Male,512.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2017,Male,480.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2018,Male,509.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2019,Male,384.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2020,Male,498.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2021,Male,593.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2022,Male,698.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2023,Male,731.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Female,286.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2017,Female,292.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2018,Female,346.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2019,Female,357.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2020,Female,361.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2021,Female,755.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
2022,Female,2257.0,,ED5,Short-cycle tertiary education,F07,"Engineering, manufacturing and construction",STEM
